Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Status,Delivery,Invoice,Billing Status,Amount
1/20/2005,"Anna's Decorations, Ltd",Classic Cars,35,SO-26595956,PL-975db9de,PO-cf510eba,TRUE,Shipped,In Transit,INV-a2cbbe40,Paid,2297.05
2/17/2005,Corporate Gift Ideas Co.,Classic Cars,37,SO-80f72a02,PL-38d95c64,PO-c0c88c32,TRUE,Shipped,In Transit,INV-330b1c6e,Paid,3700
3/9/2005,"Anna's Decorations, Ltd",Classic Cars,37,SO-2b4f7648,PL-044f7f91,PO-ab3e4ad2,TRUE,Shipped,In Transit,INV-243a679b,Paid,1735.3
5/1/2005,Quebec Home Shopping Network,Classic Cars,27,SO-fff4e833,PL-8c124c06,PO-984237f5,TRUE,Shipped,In Transit,INV-7ffd0bf0,Paid,2700
5/31/2005,La Rochelle Gifts,Classic Cars,38,SO-01507cc7,PL-c1d3fc5e,PO-786d2ccc,TRUE,In Process,Not in Transit,INV-a5874169,Unpaid,3800
3/3/2003,Cruz & Sons Co.,Classic Cars,33,SO-4aa64fb4,PL-9d011bf3,PO-099b2854,TRUE,Shipped,In Transit,INV-d15f42e1,Paid,3300
5/8/2003,Marseille Mini Autos,Classic Cars,42,SO-988a45b9,PL-79252ac5,PO-cb6de06c,TRUE,Shipped,In Transit,INV-4bf30bc6,Paid,4200
7/2/2003,Mini Gifts Distributors Ltd.,Classic Cars,42,SO-d426c102,PL-1edce453,PO-660e2b6d,TRUE,Shipped,In Transit,INV-7a30c766,Paid,4200
9/5/2003,Collectables For Less Inc.,Classic Cars,48,SO-563dc840,PL-09c3c14d,PO-5e7a071e,TRUE,Shipped,In Transit,INV-bac74725,Paid,4800
10/10/2003,Corporate Gift Ideas Co.,Classic Cars,41,SO-ec35e685,PL-8a165e06,PO-639ed47a,TRUE,Shipped,In Transit,INV-e2a13abe,Paid,4100
11/4/2003,"Anna's Decorations, Ltd",Classic Cars,30,SO-7d8c2076,PL-ac0c7d5d,PO-938e4f56,TRUE,Shipped,In Transit,INV-ed3e6333,Paid,3000
11/12/2003,Herkku Gifts,Classic Cars,27,SO-2594c1cc,PL-b2cc1c20,PO-acb5a1b1,TRUE,Shipped,In Transit,INV-33ce3059,Paid,2700
11/20/2003,"Toms Spezialitten, Ltd",Classic Cars,21,SO-8a9515d3,PL-aed5a392,PO-3a0ffb4d,TRUE,Shipped,In Transit,INV-f4dd7699,Paid,2100
12/2/2003,Euro Shopping Channel,Classic Cars,20,SO-56944608,PL-cbfb5ac8,PO-c3017ae8,TRUE,Shipped,In Transit,INV-7774a132,Paid,2000
1/15/2004,Auto Canal Petit,Classic Cars,41,SO-e7d5f626,PL-afd9ecb6,PO-84fbbbee,TRUE,Shipped,In Transit,INV-ae71e8d7,Paid,4100
2/22/2004,"Vida Sport, Ltd",Classic Cars,27,SO-06a7fc75,PL-29ef81d0,PO-5aca8dbd,TRUE,Shipped,In Transit,INV-73490ddb,Paid,2700
4/9/2004,Danish Wholesale Imports,Classic Cars,28,SO-c1a3b2ad,PL-4da005b2,PO-09361766,TRUE,Shipped,In Transit,INV-7268f5ba,Paid,2800
6/1/2004,"UK Collectables, Ltd.",Classic Cars,24,SO-61c158b8,PL-30e08b8d,PO-98114749,TRUE,Cancelled,Not in Transit,INV-9a3aaedd,Unpaid,2400
7/6/2004,L'ordine Souveniers,Classic Cars,44,SO-09681ffc,PL-3504a4d2,PO-f87a7fb7,TRUE,Shipped,In Transit,INV-35c1f782,Paid,4400
8/2/2004,Online Mini Collectables,Classic Cars,50,SO-561edd2c,PL-3510a6f1,PO-9fd75993,TRUE,Shipped,In Transit,INV-e3c5abe4,Paid,5000
8/30/2004,"Vida Sport, Ltd",Classic Cars,21,SO-4389f9a3,PL-a28852b6,PO-6becbbcd,TRUE,Shipped,In Transit,INV-702b5e5d,Paid,2100
10/4/2003,"Blauer See Auto, Co.",Classic Cars,33,SO-26a3680c,PL-aa86382d,PO-9e64f76b,TRUE,Shipped,In Transit,INV-6c83afd4,Paid,3300
10/16/2004,"Toms Spezialitten, Ltd",Classic Cars,33,SO-8e51b7ad,PL-f1edb82e,PO-a3a7f356,TRUE,Shipped,In Transit,INV-3c42fb47,Paid,3300
11/3/2004,"Volvo Model Replicas, Co",Classic Cars,31,SO-a4989518,PL-9e4d78be,PO-31006917,TRUE,Shipped,In Transit,INV-b0b6383e,Paid,3100
11/15/2004,Land of Toys Inc.,Classic Cars,41,SO-12d3fcc0,PL-5509c0a7,PO-e66794e2,TRUE,Shipped,In Transit,INV-951c1221,Paid,2930.27
11/24/2004,Salzburg Collectables,Classic Cars,45,SO-b9b3b1c2,PL-bf99038e,PO-65d50a56,TRUE,Shipped,In Transit,INV-6a0f1634,Paid,3584.25
1/6/2005,Suominen Souveniers,Classic Cars,33,SO-2cd1b846,PL-f382671e,PO-33ef278c,TRUE,Shipped,In Transit,INV-a460c1f1,Paid,2817.87
2/3/2005,La Rochelle Gifts,Classic Cars,45,SO-5b2bbfd4,PL-fa076031,PO-ba27209d,TRUE,Shipped,In Transit,INV-4c5ca72b,Paid,3420
3/3/2005,Scandinavian Gift Ideas,Classic Cars,26,SO-c5c8d565,PL-bf83ed55,PO-222035fd,TRUE,Shipped,In Transit,INV-c40f0525,Paid,2575.04
5/17/2005,Salzburg Collectables,Classic Cars,12,SO-bbdcabc2,PL-f0e5c79e,PO-9d210dd2,TRUE,Shipped,In Transit,INV-3b969a75,Paid,1200
2/11/2003,Danish Wholesale Imports,Classic Cars,41,SO-16232e13,PL-404d0a30,PO-16b4c871,TRUE,Shipped,In Transit,INV-b0096354,Paid,4100
4/16/2003,"Dragon Souveniers, Ltd.",Classic Cars,33,SO-5476e28e,PL-043e1821,PO-488b0fd9,TRUE,Shipped,In Transit,INV-a9996f3c,Paid,3300
6/3/2003,Muscle Machine Inc,Classic Cars,46,SO-865f9c2f,PL-e7d21cea,PO-9fb08a60,TRUE,Shipped,In Transit,INV-471bb625,Paid,4600
8/8/2003,Mini Gifts Distributors Ltd.,Classic Cars,33,SO-0a96c208,PL-b0898414,PO-ccc90c78,TRUE,Shipped,In Transit,INV-15343214,Paid,3300
9/28/2003,Euro Shopping Channel,Classic Cars,20,SO-ff38c868,PL-e7a1d1a0,PO-7038b808,TRUE,Shipped,In Transit,INV-4b2b613c,Paid,2000
10/22/2003,"Dragon Souveniers, Ltd.",Classic Cars,44,SO-cbccae49,PL-c2c7653e,PO-1b30762e,TRUE,Shipped,In Transit,INV-aa3cbdc1,Paid,4400
11/6/2003,L'ordine Souveniers,Classic Cars,33,SO-11720ec7,PL-dc9daa47,PO-24d5f90a,TRUE,Shipped,In Transit,INV-a9c81f6a,Paid,3300
11/14/2003,Mini Creations Ltd.,Classic Cars,21,SO-71c14df0,PL-dc3de271,PO-e3b13fb2,TRUE,Shipped,In Transit,INV-301742de,Paid,2100
11/26/2003,Super Scale Inc.,Classic Cars,47,SO-c128f6d7,PL-ba17bf99,PO-6973a51a,TRUE,Shipped,In Transit,INV-9614350b,Paid,4700
1/2/2004,"Saveley & Henriot, Co.",Classic Cars,46,SO-c9f4df53,PL-8b87ffdb,PO-1d3c8bbf,TRUE,Shipped,In Transit,INV-835c6f95,Paid,4600
2/12/2004,"Clover Collections, Co.",Classic Cars,32,SO-c47d1dfc,PL-caa647e4,PO-d31f29d9,TRUE,Shipped,In Transit,INV-4b165c22,Paid,3200
3/19/2004,CAF Imports,Classic Cars,42,SO-be4ad348,PL-3a554eed,PO-92f2346b,TRUE,Shipped,In Transit,INV-3f817719,Paid,4200
5/5/2004,Suominen Souveniers,Classic Cars,44,SO-eb4f3dbe,PL-5bc65f5b,PO-94a018e1,TRUE,Shipped,In Transit,INV-9261ea98,Paid,4400
7/20/2004,Diecast Classics Inc.,Classic Cars,35,SO-06df602a,PL-4bfc25e4,PO-5efbdb49,TRUE,Shipped,In Transit,INV-01bc8392,Paid,3500
8/20/2004,Mini Gifts Distributors Ltd.,Classic Cars,41,SO-6b8736e1,PL-12d0ef61,PO-113a45c3,TRUE,Shipped,In Transit,INV-8b53837c,Paid,4100
9/9/2004,Amica Models & Co.,Classic Cars,46,SO-f798d485,PL-ea36a403,PO-210ab7b1,TRUE,Shipped,In Transit,INV-a6aa43d3,Paid,4600
10/14/2004,"AV Stores, Co.",Classic Cars,31,SO-cea404c3,PL-7dbc38a0,PO-d388180a,TRUE,Shipped,In Transit,INV-fd2e33f2,Paid,3100
10/22/2004,Heintze Collectables,Classic Cars,38,SO-6654bae2,PL-0b89989d,PO-c1e63b7f,TRUE,Shipped,In Transit,INV-b26015a2,Paid,3800
11/5/2004,Baane Mini Imports,Classic Cars,42,SO-c123c682,PL-663e2853,PO-81908f23,TRUE,Shipped,In Transit,INV-767c0adc,Paid,2688
11/20/2004,"La Corne D'abondance, Co.",Classic Cars,33,SO-edef2270,PL-562efbdf,PO-0ce4cea3,TRUE,Shipped,In Transit,INV-ab6963bc,Paid,1888.26
11/1/2004,"Corrida Auto Replicas, Ltd",Classic Cars,48,SO-ddf6d86a,PL-75e51c82,PO-4d805489,TRUE,Shipped,In Transit,INV-9e7ba802,Paid,2513.28
12/15/2004,Reims Collectables,Classic Cars,42,SO-2a030dd4,PL-5925514e,PO-bd745954,TRUE,Shipped,In Transit,INV-7bd0d7e5,Paid,4200
1/23/2005,Mini Gifts Distributors Ltd.,Classic Cars,32,SO-f3881dde,PL-c4d99de1,PO-e21d23e5,TRUE,Shipped,In Transit,INV-325ec5c2,Paid,3200
2/17/2005,Mini Gifts Distributors Ltd.,Classic Cars,34,SO-e5679a24,PL-26e3f43a,PO-6584be51,TRUE,Shipped,In Transit,INV-6921c721,Paid,3400
3/17/2005,Lyon Souveniers,Classic Cars,33,SO-8ef10167,PL-38a6b24e,PO-f9fb0c8b,TRUE,Shipped,In Transit,INV-3d97fb19,Paid,2280.96
5/5/2005,Gift Depot Inc.,Classic Cars,36,SO-5bb37f67,PL-19093b4e,PO-141effaa,TRUE,Shipped,In Transit,INV-14f64fad,Paid,3600
1/29/2003,Baane Mini Imports,Trucks and Buses,27,SO-f40489e1,PL-07b44a81,PO-2c0503ba,TRUE,Shipped,In Transit,INV-e2c0fea5,Paid,2700
3/26/2003,Mini Gifts Distributors Ltd.,Trucks and Buses,21,SO-d005987e,PL-6ce3e953,PO-b4be8852,TRUE,Shipped,In Transit,INV-551e4708,Paid,2100
5/28/2003,"Corrida Auto Replicas, Ltd",Trucks and Buses,21,SO-1cfcfcd7,PL-289bf50e,PO-788895be,TRUE,Shipped,In Transit,INV-046668ee,Paid,2100
7/24/2003,Technics Stores Inc.,Trucks and Buses,38,SO-fd22d118,PL-807ccf09,PO-1d0b3de5,TRUE,Shipped,In Transit,INV-fb9f4226,Paid,3800
9/19/2003,"Dragon Souveniers, Ltd.",Trucks and Buses,30,SO-2a757ceb,PL-02e1e88e,PO-d822e3c9,TRUE,Shipped,In Transit,INV-001d3e93,Paid,3000
10/21/2003,Mini Auto Werke,Trucks and Buses,49,SO-3d5f4f4a,PL-e8292ec9,PO-9832f852,TRUE,Resolved,Delivered,INV-24eb4d5d,Paid,4900
11/6/2003,"Australian Gift Network, Co",Trucks and Buses,43,SO-202f4f55,PL-245705b4,PO-5e3e4e26,TRUE,Shipped,In Transit,INV-b8edb04f,Paid,4300
11/13/2003,"Classic Gift Ideas, Inc",Trucks and Buses,41,SO-3632fa98,PL-d2f0b617,PO-57010d3e,TRUE,Shipped,In Transit,INV-0bae1ba9,Paid,4100
11/25/2003,"Saveley & Henriot, Co.",Trucks and Buses,38,SO-8b502bc7,PL-3c501411,PO-5962256e,TRUE,Shipped,In Transit,INV-7bc94453,Paid,3800
12/5/2003,Canadian Gift Exchange Network,Trucks and Buses,28,SO-905b35d3,PL-14c34482,PO-1760c34f,TRUE,Shipped,In Transit,INV-9ab0a0d1,Paid,2800
2/2/2004,Auto Assoc. & Cie.,Trucks and Buses,43,SO-4daaf2f5,PL-c2d3dea6,PO-562d0622,TRUE,Shipped,In Transit,INV-8ddc0697,Paid,4300
3/11/2004,Mini Gifts Distributors Ltd.,Trucks and Buses,25,SO-4c285c50,PL-231ddba4,PO-33daed97,TRUE,Shipped,In Transit,INV-c5c0c36a,Paid,2500
5/4/2004,Super Scale Inc.,Trucks and Buses,38,SO-ec26bd44,PL-0366499b,PO-e174407c,TRUE,Shipped,In Transit,INV-2a7415d5,Paid,3800
6/15/2004,"Tokyo Collectables, Ltd",Trucks and Buses,41,SO-ef8f4e92,PL-7b528465,PO-26d08bd7,TRUE,Shipped,In Transit,INV-c94bc749,Paid,4100
7/19/2004,Souveniers And Things Co.,Trucks and Buses,28,SO-952650c1,PL-3172508c,PO-28fe0b00,TRUE,Shipped,In Transit,INV-aab5572b,Paid,2800
8/19/2004,Diecast Classics Inc.,Trucks and Buses,25,SO-a803ea35,PL-2aab25d7,PO-1f9df2b7,TRUE,Shipped,In Transit,INV-319062a9,Paid,2500
9/8/2004,Scandinavian Gift Ideas,Trucks and Buses,41,SO-a42bb63c,PL-acdb3bf9,PO-5d5db77b,TRUE,Shipped,In Transit,INV-7e6b14e9,Paid,4100
10/11/2004,Auto Assoc. & Cie.,Trucks and Buses,39,SO-5ff458c0,PL-429d2775,PO-c71c45a9,TRUE,Shipped,In Transit,INV-45b7975e,Paid,3900
10/22/2004,Canadian Gift Exchange Network,Trucks and Buses,21,SO-7a7b703e,PL-a0055824,PO-7f576f1c,TRUE,Shipped,In Transit,INV-0307083c,Paid,2100
11/4/2004,Online Diecast Creations Co.,Trucks and Buses,27,SO-a5b7cc8f,PL-d7056bc6,PO-c8a85334,TRUE,Shipped,In Transit,INV-f2b6684c,Paid,2700
11/18/2004,Mini Wheels Co.,Trucks and Buses,33,SO-cf28ea12,PL-6e7611d4,PO-25c4ee66,TRUE,Shipped,In Transit,INV-9694f131,Paid,3273.93
11/29/2004,"Australian Collectors, Co.",Trucks and Buses,29,SO-a774e660,PL-6c6dee43,PO-9e330c5c,TRUE,Shipped,In Transit,INV-0e5193fa,Paid,2900
12/10/2004,Mini Gifts Distributors Ltd.,Trucks and Buses,49,SO-a3de7c23,PL-db628a4c,PO-55bf5a82,TRUE,Shipped,In Transit,INV-78049498,Paid,4900
1/20/2005,"Anna's Decorations, Ltd",Trucks and Buses,49,SO-ce70ca50,PL-879b10ea,PO-6fd00db8,TRUE,Shipped,In Transit,INV-9539960f,Paid,4900
2/17/2005,Corporate Gift Ideas Co.,Trucks and Buses,20,SO-5c986aed,PL-f49739ce,PO-ec09f369,TRUE,Shipped,In Transit,INV-91b47aaf,Paid,2000
3/9/2005,"Anna's Decorations, Ltd",Trucks and Buses,39,SO-479fc830,PL-a61ed9e4,PO-360e0bf4,TRUE,Shipped,In Transit,INV-54a68f19,Paid,2464.8
5/1/2005,Quebec Home Shopping Network,Trucks and Buses,40,SO-8ca84133,PL-5482df29,PO-ed1be940,TRUE,Shipped,In Transit,INV-874a5dbf,Paid,4000
5/31/2005,Euro Shopping Channel,Trucks and Buses,49,SO-9538dd77,PL-3cf63823,PO-eb6b45ae,TRUE,In Process,Not in Transit,INV-5e229a32,Unpaid,4900
2/24/2003,Land of Toys Inc.,Motorcycles,21,SO-bb4377d3,PL-d40cf2ce,PO-c41829d8,TRUE,Shipped,In Transit,INV-b81bf02e,Paid,2100
5/7/2003,Reims Collectables,Motorcycles,50,SO-9bbeafa9,PL-6dc8d424,PO-e47eda0b,TRUE,Shipped,In Transit,INV-e299e76c,Paid,5000
7/1/2003,Lyon Souveniers,Motorcycles,20,SO-17580611,PL-f9cc7ee0,PO-b98c30b1,TRUE,Shipped,In Transit,INV-664a4b19,Paid,2000
8/25/2003,Toys4GrownUps.com,Motorcycles,49,SO-f201513c,PL-a6d8f224,PO-ca6129ad,TRUE,Shipped,In Transit,INV-a254b8e7,Paid,4900
10/10/2003,Corporate Gift Ideas Co.,Motorcycles,38,SO-743cf3f4,PL-cab9195a,PO-463c54fb,TRUE,Shipped,In Transit,INV-55d355cd,Paid,3800
11/4/2003,"Anna's Decorations, Ltd",Motorcycles,35,SO-14613fdc,PL-b47ce383,PO-414fad07,TRUE,Shipped,In Transit,INV-33391583,Paid,3500
11/11/2003,Daedalus Designs Imports,Motorcycles,40,SO-c09e3f7f,PL-a872751f,PO-6c74b534,TRUE,Shipped,In Transit,INV-024a2fca,Paid,4000
11/18/2003,Toys4GrownUps.com,Motorcycles,28,SO-1b3f82ae,PL-ea71af2f,PO-49f0ddce,TRUE,Shipped,In Transit,INV-0f9c17fb,Paid,2800
12/1/2003,Mini Wheels Co.,Motorcycles,25,SO-e1ff5961,PL-148ca410,PO-587bdfb8,TRUE,Shipped,In Transit,INV-1a50d866,Paid,2500
1/15/2004,Auto Canal Petit,Motorcycles,36,SO-bc0e6479,PL-1d9eb975,PO-a2b8079a,TRUE,Shipped,In Transit,INV-3bad37aa,Paid,3600
2/21/2004,Daedalus Designs Imports,Motorcycles,43,SO-88d535ae,PL-17f783b8,PO-a0f35ae9,TRUE,Shipped,In Transit,INV-cc390884,Paid,4300
4/5/2004,Vitachrome Inc.,Motorcycles,32,SO-088469d8,PL-3751a704,PO-a72d3500,TRUE,Shipped,In Transit,INV-223bf582,Paid,3200
5/18/2004,Tekni Collectables Inc.,Motorcycles,46,SO-8c2b2a91,PL-806ae415,PO-62f5e276,TRUE,Shipped,In Transit,INV-4ccf3708,Paid,4600
6/28/2004,Gift Depot Inc.,Motorcycles,48,SO-509531cb,PL-69904e96,PO-ca78bb93,TRUE,Shipped,In Transit,INV-13b838a8,Paid,4800
8/2/2004,Online Mini Collectables,Motorcycles,43,SO-9361f9d1,PL-fb0a6faf,PO-0b4273fa,TRUE,Shipped,In Transit,INV-0dd52c76,Paid,4300
8/27/2004,Marta's Replicas Co.,Motorcycles,49,SO-1688ee5c,PL-00165268,PO-3168853f,TRUE,Shipped,In Transit,INV-7cb297a1,Paid,4900
9/30/2004,"Toys of Finland, Co.",Motorcycles,24,SO-f53ee095,PL-393c2d74,PO-119e2378,TRUE,Shipped,In Transit,INV-144ecf9d,Paid,2400
10/15/2004,Baane Mini Imports,Motorcycles,26,SO-8af5e43a,PL-bab3067c,PO-f42f2040,TRUE,Shipped,In Transit,INV-b804d2bf,Paid,2600
11/3/2004,Microscale Inc.,Motorcycles,30,SO-6880da1a,PL-1e1e4933,PO-ab60abb1,TRUE,Shipped,In Transit,INV-41ae9ccf,Paid,3000
11/15/2004,Land of Toys Inc.,Motorcycles,24,SO-7e203b28,PL-dde480be,PO-910520f9,TRUE,Shipped,In Transit,INV-c98a1046,Paid,2400
11/24/2004,Salzburg Collectables,Motorcycles,55,SO-7c157700,PL-f04c7ca6,PO-be896d63,TRUE,Shipped,In Transit,INV-27ad405a,Paid,5500
1/5/2005,Technics Stores Inc.,Motorcycles,22,SO-ea72534f,PL-ab48a88c,PO-a58e2f04,TRUE,Shipped,In Transit,INV-38b6bb35,Paid,2200
2/3/2005,La Rochelle Gifts,Motorcycles,49,SO-be983f1c,PL-63ab1040,PO-535bef5b,TRUE,Shipped,In Transit,INV-f014c25f,Paid,3867.08
3/3/2005,FunGiftIdeas.com,Motorcycles,44,SO-14362b4d,PL-8547a0d8,PO-71236d47,TRUE,Shipped,In Transit,INV-1df877f6,Paid,4400
4/8/2005,"UK Collectables, Ltd.",Motorcycles,66,SO-68d0c8bf,PL-6f5f677a,PO-2b4627fd,TRUE,Shipped,In Transit,INV-efd3ef8a,Paid,6600
5/13/2005,Euro Shopping Channel,Motorcycles,21,SO-95fae113,PL-8a73041e,PO-64ad6757,TRUE,Disputed,Not in Transit,INV-acbccb59,Unpaid,2100
1/31/2003,Euro Shopping Channel,Classic Cars,34,SO-a86d68ec,PL-0c8e917b,PO-a9307002,TRUE,Shipped,In Transit,INV-f520a295,Paid,3400
4/16/2003,"Dragon Souveniers, Ltd.",Classic Cars,43,SO-7e0a18e2,PL-1920e18e,PO-4f56de0d,TRUE,Shipped,In Transit,INV-752ac024,Paid,4300
6/3/2003,Muscle Machine Inc,Classic Cars,46,SO-af6f7c49,PL-4c0ce546,PO-fce68694,TRUE,Shipped,In Transit,INV-59af3ba2,Paid,4600
8/8/2003,Mini Gifts Distributors Ltd.,Classic Cars,33,SO-b4b24da9,PL-ca4b9262,PO-d51ae44e,TRUE,Shipped,In Transit,INV-eefdf676,Paid,3300
9/28/2003,Euro Shopping Channel,Classic Cars,42,SO-a700176d,PL-f65e1be6,PO-d29e3fd8,TRUE,Shipped,In Transit,INV-d742f9e9,Paid,4200
10/22/2003,"Dragon Souveniers, Ltd.",Classic Cars,34,SO-564d29ff,PL-c3fddeb0,PO-df5ae3e6,TRUE,Shipped,In Transit,INV-604bcf86,Paid,3400
11/6/2003,L'ordine Souveniers,Classic Cars,47,SO-f2a22194,PL-6e674d22,PO-87beea39,TRUE,Shipped,In Transit,INV-c9715e8d,Paid,4700
11/14/2003,Mini Creations Ltd.,Classic Cars,33,SO-0ab36e79,PL-23cae44f,PO-aa75cab6,TRUE,Shipped,In Transit,INV-74f6553a,Paid,3300
11/26/2003,Super Scale Inc.,Classic Cars,24,SO-3058bd67,PL-5247b311,PO-9db4a536,TRUE,Shipped,In Transit,INV-079a9292,Paid,2400
1/2/2004,"Saveley & Henriot, Co.",Classic Cars,26,SO-48f60073,PL-43b4894b,PO-3e58783f,TRUE,Shipped,In Transit,INV-263959b3,Paid,2600
2/12/2004,"Clover Collections, Co.",Classic Cars,30,SO-e0e0781c,PL-53449cf3,PO-597589ed,TRUE,Shipped,In Transit,INV-770d7d1b,Paid,3000
3/15/2004,"Blauer See Auto, Co.",Classic Cars,43,SO-d2aa013d,PL-08fdbc0f,PO-6f5fba7b,TRUE,Shipped,In Transit,INV-d2182cb7,Paid,4300
5/5/2004,Suominen Souveniers,Classic Cars,25,SO-dbdbda29,PL-af761f41,PO-199ca291,TRUE,Shipped,In Transit,INV-f0004ca8,Paid,2500
7/20/2004,Diecast Classics Inc.,Classic Cars,27,SO-34131caf,PL-d5190973,PO-6a01cb87,TRUE,Shipped,In Transit,INV-32ff4609,Paid,2700
8/20/2004,Mini Gifts Distributors Ltd.,Classic Cars,27,SO-1820913f,PL-2b3821d8,PO-c3d02970,TRUE,Shipped,In Transit,INV-836e45d6,Paid,2700
9/9/2004,Amica Models & Co.,Classic Cars,24,SO-c8942c89,PL-c950dd6a,PO-4143481c,TRUE,Shipped,In Transit,INV-11f01ec8,Paid,2400
10/14/2004,"AV Stores, Co.",Classic Cars,34,SO-0fc9c90a,PL-806f8335,PO-155e0a4d,TRUE,Shipped,In Transit,INV-da6d7816,Paid,3400
10/22/2004,Heintze Collectables,Classic Cars,46,SO-f5e25458,PL-504b164e,PO-0979ca2c,TRUE,Shipped,In Transit,INV-c4ddbe77,Paid,4600
11/5/2004,Vitachrome Inc.,Classic Cars,27,SO-ee7c351e,PL-abaa5238,PO-b28acee2,TRUE,Shipped,In Transit,INV-cf5b85e1,Paid,1466.91
11/20/2004,"La Corne D'abondance, Co.",Classic Cars,33,SO-78989ab5,PL-515ea2e1,PO-129f4ddf,TRUE,Shipped,In Transit,INV-1f734614,Paid,3300
11/1/2004,"Corrida Auto Replicas, Ltd",Classic Cars,47,SO-4e50bb72,PL-7784c65d,PO-c71a6db6,TRUE,Shipped,In Transit,INV-6654b035,Paid,4700
12/10/2004,Euro Shopping Channel,Classic Cars,49,SO-7c0e72aa,PL-6d8083a9,PO-49c38ab9,TRUE,Shipped,In Transit,INV-3c9b1618,Paid,2711.66
1/26/2005,"Tokyo Collectables, Ltd",Classic Cars,40,SO-58609b05,PL-f12d8071,PO-082e08b2,TRUE,Shipped,In Transit,INV-db4d3925,Paid,4000
2/17/2005,Mini Gifts Distributors Ltd.,Classic Cars,37,SO-2e8d97e1,PL-19d0a5ba,PO-51f5faab,TRUE,Shipped,In Transit,INV-1d04324b,Paid,3700
5/5/2005,Gift Depot Inc.,Classic Cars,47,SO-98c83a61,PL-1ec20304,PO-df0fdfc8,TRUE,Shipped,In Transit,INV-02421707,Paid,4700
3/3/2003,Cruz & Sons Co.,Classic Cars,45,SO-12a70c5f,PL-59434182,PO-698981ec,TRUE,Shipped,In Transit,INV-afb4c7d2,Paid,4500
5/8/2003,Marseille Mini Autos,Classic Cars,37,SO-38eb50af,PL-a549eecc,PO-8bf8b31e,TRUE,Shipped,In Transit,INV-7d7e8999,Paid,3693.34
7/2/2003,Mini Gifts Distributors Ltd.,Classic Cars,48,SO-43a20488,PL-09f45541,PO-0368ae86,TRUE,Shipped,In Transit,INV-0d05c548,Paid,4800
9/5/2003,Collectables For Less Inc.,Classic Cars,31,SO-28617184,PL-b2c9dba3,PO-d201013a,TRUE,Shipped,In Transit,INV-17b202ad,Paid,3100
10/11/2003,"Men 'R' US Retailers, Ltd.",Classic Cars,46,SO-e355c06c,PL-2d682adb,PO-c965eaea,TRUE,Shipped,In Transit,INV-a47267bf,Paid,4600
11/4/2003,Mini Auto Werke,Classic Cars,47,SO-c4b1b369,PL-24b099a8,PO-75da634c,TRUE,Shipped,In Transit,INV-d47f67e0,Paid,4700
11/12/2003,Herkku Gifts,Classic Cars,28,SO-673f6235,PL-16fcd0af,PO-033d6551,TRUE,Shipped,In Transit,INV-0acd169e,Paid,2800
11/20/2003,"Toms Spezialitten, Ltd",Classic Cars,40,SO-4d87ccf6,PL-a49b07e9,PO-1aa5a10e,TRUE,Shipped,In Transit,INV-253e1d53,Paid,4000
12/2/2003,Euro Shopping Channel,Classic Cars,20,SO-208aca96,PL-46bcd7ad,PO-9a7417c9,TRUE,Shipped,In Transit,INV-f04fee55,Paid,2000
1/16/2004,Euro Shopping Channel,Classic Cars,39,SO-baa09ec2,PL-d469a2d3,PO-f16040f9,TRUE,Shipped,In Transit,INV-95e90712,Paid,3900
2/22/2004,"Vida Sport, Ltd",Classic Cars,25,SO-07858433,PL-a28f93b4,PO-50a68c4e,TRUE,Shipped,In Transit,INV-b62c2629,Paid,2495.5
4/9/2004,Danish Wholesale Imports,Classic Cars,29,SO-69d61599,PL-eadfbf25,PO-bf14eb6e,TRUE,Shipped,In Transit,INV-29d36b66,Paid,2900
6/1/2004,"UK Collectables, Ltd.",Classic Cars,22,SO-de7678c8,PL-7a2e7940,PO-f16eda91,TRUE,Cancelled,Not in Transit,INV-bac9db3b,Unpaid,2200
7/6/2004,L'ordine Souveniers,Classic Cars,22,SO-977fbc5c,PL-5866a747,PO-66ed82af,TRUE,Shipped,In Transit,INV-f5952a59,Paid,2200
8/2/2004,Online Mini Collectables,Classic Cars,47,SO-d2017cd4,PL-0835a61e,PO-e299863e,TRUE,Shipped,In Transit,INV-980ebf0b,Paid,4700
8/30/2004,"Vida Sport, Ltd",Classic Cars,45,SO-e184c9b9,PL-f590bc8d,PO-605fcdcb,TRUE,Shipped,In Transit,INV-9f58d656,Paid,4500
10/4/2003,"Blauer See Auto, Co.",Classic Cars,29,SO-e583c093,PL-5db9722b,PO-a4b16eac,TRUE,Shipped,In Transit,INV-97a378d6,Paid,2900
10/16/2004,"Toms Spezialitten, Ltd",Classic Cars,24,SO-ab9e862c,PL-f1400994,PO-4fec761f,TRUE,Shipped,In Transit,INV-7ca185d7,Paid,2400
11/3/2004,"Volvo Model Replicas, Co",Classic Cars,35,SO-9d5ba2f7,PL-7a2cdaef,PO-963ac3e2,TRUE,Shipped,In Transit,INV-650f84c3,Paid,3500
11/15/2004,Land of Toys Inc.,Classic Cars,46,SO-9e307b94,PL-6d75a2b5,PO-4f27a541,TRUE,Shipped,In Transit,INV-5969a797,Paid,3846.98
11/24/2004,Salzburg Collectables,Classic Cars,44,SO-9203e919,PL-f64593da,PO-265e5fab,TRUE,Shipped,In Transit,INV-c58928f6,Paid,4220.92
